red,green,blue,near_infrared,target
38-Cloud_training\train_red\red_patch_63_4_by_3_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_green\green_patch_63_4_by_3_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_63_4_by_3_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_63_4_by_3_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_63_4_by_3_LC08_L1TP_002053_20160520_20170324_01_T1.TIF
38-Cloud_training\train_red\red_patch_63_4_by_3_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_green\green_patch_63_4_by_3_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_63_4_by_3_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_63_4_by_3_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_63_4_by_3_LC08_L1TP_002054_20160520_20170324_01_T1.TIF
38-Cloud_training\train_red\red_patch_63_4_by_3_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_green\green_patch_63_4_by_3_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_63_4_by_3_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_63_4_by_3_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_63_4_by_3_LC08_L1TP_035034_20160120_20170224_01_T1.TIF
38-Cloud_training\train_red\red_patch_63_4_by_3_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_green\green_patch_63_4_by_3_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_63_4_by_3_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_63_4_by_3_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_63_4_by_3_LC08_L1TP_039034_20160320_20170224_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_3_by_16_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_3_by_16_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_3_by_16_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_3_by_16_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_3_by_16_LC08_L1TP_011002_20160620_20170323_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_3_by_18_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_3_by_18_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_3_by_18_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_3_by_18_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_3_by_18_LC08_L1TP_044010_20160220_20170224_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_3_by_18_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_3_by_18_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_3_by_18_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_3_by_18_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_3_by_18_LC08_L1TP_059014_20160620_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_3_by_20_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_3_by_20_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_3_by_20_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_3_by_20_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_3_by_20_LC08_L1TP_061017_20160720_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_3_by_20_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_3_by_20_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_3_by_20_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_3_by_20_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_3_by_20_LC08_L1TP_063016_20160920_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_3_by_20_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_3_by_20_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_3_by_20_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_3_by_20_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_3_by_20_LC08_L1TP_064014_20160420_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_3_by_20_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_3_by_20_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_3_by_20_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_3_by_20_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_3_by_20_LC08_L1TP_064017_20160420_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_3_by_20_LC08_L1TP_066017_20160520_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_3_by_20_LC08_L1TP_066017_20160520_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_3_by_20_LC08_L1TP_066017_20160520_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_3_by_20_LC08_L1TP_066017_20160520_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_3_by_20_LC08_L1TP_066017_20160520_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_1_LC08_L1TP_011247_20160620_20170323_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_1_LC08_L1TP_011247_20160620_20170323_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_1_LC08_L1TP_011247_20160620_20170323_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_1_LC08_L1TP_011247_20160620_20170323_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_1_LC08_L1TP_011247_20160620_20170323_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_1_LC08_L1TP_029040_20160720_20170222_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_1_LC08_L1TP_029040_20160720_20170222_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_1_LC08_L1TP_029040_20160720_20170222_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_1_LC08_L1TP_029040_20160720_20170222_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_1_LC08_L1TP_029040_20160720_20170222_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_1_LC08_L1TP_032029_20160420_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_1_LC08_L1TP_032029_20160420_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_1_LC08_L1TP_032029_20160420_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_1_LC08_L1TP_032029_20160420_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_1_LC08_L1TP_032029_20160420_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_1_LC08_L1TP_034034_20160520_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_1_LC08_L1TP_034034_20160520_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_1_LC08_L1TP_034034_20160520_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_1_LC08_L1TP_034034_20160520_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_1_LC08_L1TP_034034_20160520_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_1_LC08_L1TP_045026_20160720_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_1_LC08_L1TP_045026_20160720_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_1_LC08_L1TP_045026_20160720_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_1_LC08_L1TP_045026_20160720_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_1_LC08_L1TP_045026_20160720_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_1_LC08_L1TP_047023_20160920_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_1_LC08_L1TP_047023_20160920_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_1_LC08_L1TP_047023_20160920_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_1_LC08_L1TP_047023_20160920_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_1_LC08_L1TP_047023_20160920_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_4_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_4_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_4_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_4_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_4_LC08_L1TP_002053_20160520_20170324_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_4_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_4_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_4_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_4_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_4_LC08_L1TP_002054_20160520_20170324_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_4_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_4_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_4_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_4_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_4_LC08_L1TP_035034_20160120_20170224_01_T1.TIF
38-Cloud_training\train_red\red_patch_64_4_by_4_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_green\green_patch_64_4_by_4_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_64_4_by_4_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_64_4_by_4_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_64_4_by_4_LC08_L1TP_039034_20160320_20170224_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_3_by_17_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_3_by_17_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_3_by_17_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_3_by_17_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_3_by_17_LC08_L1TP_011002_20160620_20170323_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_3_by_19_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_3_by_19_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_3_by_19_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_3_by_19_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_3_by_19_LC08_L1TP_044010_20160220_20170224_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_3_by_19_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_3_by_19_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_3_by_19_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_3_by_19_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_3_by_19_LC08_L1TP_059014_20160620_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_3_by_21_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_3_by_21_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_3_by_21_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_3_by_21_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_3_by_21_LC08_L1TP_061017_20160720_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_3_by_21_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_3_by_21_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_3_by_21_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_3_by_21_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_3_by_21_LC08_L1TP_063016_20160920_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_3_by_21_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_3_by_21_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_3_by_21_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_3_by_21_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_3_by_21_LC08_L1TP_064014_20160420_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_3_by_21_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_3_by_21_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_3_by_21_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_3_by_21_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_3_by_21_LC08_L1TP_064017_20160420_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_3_by_21_LC08_L1TP_066017_20160520_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_3_by_21_LC08_L1TP_066017_20160520_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_3_by_21_LC08_L1TP_066017_20160520_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_3_by_21_LC08_L1TP_066017_20160520_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_3_by_21_LC08_L1TP_066017_20160520_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_2_LC08_L1TP_011247_20160620_20170323_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_2_LC08_L1TP_011247_20160620_20170323_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_2_LC08_L1TP_011247_20160620_20170323_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_2_LC08_L1TP_011247_20160620_20170323_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_2_LC08_L1TP_011247_20160620_20170323_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_2_LC08_L1TP_029040_20160720_20170222_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_2_LC08_L1TP_029040_20160720_20170222_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_2_LC08_L1TP_029040_20160720_20170222_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_2_LC08_L1TP_029040_20160720_20170222_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_2_LC08_L1TP_029040_20160720_20170222_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_2_LC08_L1TP_032029_20160420_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_2_LC08_L1TP_032029_20160420_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_2_LC08_L1TP_032029_20160420_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_2_LC08_L1TP_032029_20160420_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_2_LC08_L1TP_032029_20160420_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_2_LC08_L1TP_034034_20160520_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_2_LC08_L1TP_034034_20160520_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_2_LC08_L1TP_034034_20160520_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_2_LC08_L1TP_034034_20160520_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_2_LC08_L1TP_034034_20160520_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_2_LC08_L1TP_045026_20160720_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_2_LC08_L1TP_045026_20160720_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_2_LC08_L1TP_045026_20160720_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_2_LC08_L1TP_045026_20160720_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_2_LC08_L1TP_045026_20160720_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_2_LC08_L1TP_047023_20160920_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_2_LC08_L1TP_047023_20160920_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_2_LC08_L1TP_047023_20160920_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_2_LC08_L1TP_047023_20160920_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_2_LC08_L1TP_047023_20160920_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_5_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_5_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_5_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_5_LC08_L1TP_002053_20160520_20170324_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_5_LC08_L1TP_002053_20160520_20170324_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_5_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_5_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_5_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_5_LC08_L1TP_002054_20160520_20170324_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_5_LC08_L1TP_002054_20160520_20170324_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_5_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_5_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_5_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_5_LC08_L1TP_035034_20160120_20170224_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_5_LC08_L1TP_035034_20160120_20170224_01_T1.TIF
38-Cloud_training\train_red\red_patch_65_4_by_5_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_green\green_patch_65_4_by_5_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_65_4_by_5_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_65_4_by_5_LC08_L1TP_039034_20160320_20170224_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_65_4_by_5_LC08_L1TP_039034_20160320_20170224_01_T1.TIF
38-Cloud_training\train_red\red_patch_66_3_by_18_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_green\green_patch_66_3_by_18_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_66_3_by_18_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_66_3_by_18_LC08_L1TP_011002_20160620_20170323_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_66_3_by_18_LC08_L1TP_011002_20160620_20170323_01_T1.TIF
38-Cloud_training\train_red\red_patch_66_3_by_20_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_green\green_patch_66_3_by_20_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_66_3_by_20_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_66_3_by_20_LC08_L1TP_044010_20160220_20170224_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_66_3_by_20_LC08_L1TP_044010_20160220_20170224_01_T1.TIF
38-Cloud_training\train_red\red_patch_66_3_by_20_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_66_3_by_20_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_66_3_by_20_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_66_3_by_20_LC08_L1TP_059014_20160620_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_66_3_by_20_LC08_L1TP_059014_20160620_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_66_3_by_22_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_66_3_by_22_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_66_3_by_22_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_66_3_by_22_LC08_L1TP_061017_20160720_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_66_3_by_22_LC08_L1TP_061017_20160720_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_66_3_by_22_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_green\green_patch_66_3_by_22_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_66_3_by_22_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_66_3_by_22_LC08_L1TP_063016_20160920_20170221_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_66_3_by_22_LC08_L1TP_063016_20160920_20170221_01_T1.TIF
38-Cloud_training\train_red\red_patch_66_3_by_22_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_66_3_by_22_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_66_3_by_22_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_66_3_by_22_LC08_L1TP_064014_20160420_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_66_3_by_22_LC08_L1TP_064014_20160420_20170223_01_T1.TIF
38-Cloud_training\train_red\red_patch_66_3_by_22_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_green\green_patch_66_3_by_22_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_blue\blue_patch_66_3_by_22_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_nir\nir_patch_66_3_by_22_LC08_L1TP_064017_20160420_20170223_01_T1.TIF,38-Cloud_training\train_gt\gt_patch_66_3_by_22_LC08_L1TP_064017_20160420_20170223_01_T1.TIF
